product_name,product_id,description
Women's adidas Originals Deerupt Runner Shoes,CG6091,"Inspired by modern designs and '80s running style, Deerupt is definitive proof that minimalism can be bold. These shoes have a thin stretch textile upper with a webbing overlay for a streamlined, flexible feel. The upper is collapsible, so they're easy to pack."
MEN'S ADIDAS ORIGINALS BOSTON SUPER X R1 SHOES,G27834,"The original Boston Super were marathon trainers that first took flight in the mid-'80s on the world-famous route that runs from Hopkinton to Back Bay. These shoes bring back the retro mesh-and-suede design and add modern cushioning. Lightweight and breathable, they offer energy return in every stride."
Men's adidas Running Torik Shoes,CL7598,"A well cushioned shoe with a fresher look that will appeal to young runners. Features Mesh upper for maximum ventilation, lightstrike IMEVA midsole with visible adiprene providing protection from harmful impact forces and durable Rubber outsole for long-lasting wear."
Women's adidas Originals Sleek Shoes,EE4709,"Unabashedly feminine with modern sneaker style, these shoes offer clean lines and sophisticated details. They're made of soft leather and feature shiny high-gloss leather on the toe and a floral-print sockliner. Perforated 3-Stripes keep the look minimalist and smooth."
Women's adidas Originals Marathon Tech Shoes,EE4948,"These shoes draft off the Marathon TR, a trail-running pioneer that debuted in 1979. The upper mixes breathable mesh and suede overlays with metallic details. A grid print on the midsole highlights the addition of responsive Boost cushioning."
Women's adidas Sport Inspired Court 80s Shoes,EE9671,Court icons from the '80s make a comeback with these tennis-inspired shoes. They're crafted with a smooth imitation leather upper. An ultra-soft sockliner provides lightweight cushioning.
Women's adidas Originals Sambarose Shoes,EE7046,A rising star from the soccer world. These shoes rework the Samba's classic soccer silhouette as stylish platform sneakers. The supple leather upper is stacked on top of a raised gum rubber outsole for a little extra height. Bright colors add to the fresh feel.
Women's adidas Sport Inspired Archivo Shoes,EF0451,A mix of modern comfort and authentic adidas heritage. These running-inspired shoes treat your feet to superior cushioning and an ultra-plush ride with a Cloudfoam midsole and soft sockliner. A sleek mesh upper features suede overlays with subtle 3-Stripes for sporty style.
Women's adidas Originals U_Path X Shoes,EE4561,"With a sleek feel and futuristic look, the U_Path shoe represents the next generation of track-inspired streetwear. These shoes come with a lightweight mesh upper. A leather heel cap adds luxe texture."
Men's adidas Running Torik Shoes,CL7601,"A well cushioned shoe with a fresher look that will appeal to young runners. Features Mesh upper for maximum ventilation, lightstrike IMEVA midsole with visible adiprene providing protection from harmful impact forces and durable Rubber outsole for long-lasting wear."
Men's adidas Running Grito Shoes,CL7330,"Great everyday shoes for runners to go that extra mile. Features Textile Mesh upper for maximum ventilation, lightstrike EVA midsole with visible adiprene providing protection from harmful impact forces and durable Rubber outsole for long-lasting wear."
Women's adidas Sport Inspired Glenn W Shoes,CM6625,The adidas Glenn W shoes for women crafted with Mesh upper for added comfort and breathability. They come with Lightstrike EVA midsole for long term lightweight cushioning and shock absorption with a full rubber outsole for durability.
Women's adidas Originals Sleek Shoes,FV3395,"Suddenly, elevating your style is as easy as putting on your shoes. These adidas Sleek Shoes show off embroidered details and a trendy platform sole. The feel of soft leather complements the perfect balance of flashy and feminine."
Women's adidas Originals Continental Vulc Shoes,EF9317,These low-profile shoes come in a pastel color for a feminine touch. A mix of nubuck and canvas on the upper adds texture. The suede toe cap is abrasion-resistant so they look fresh and new longer. A vulcanized outsole makes them durable.
Women's Originals Sleek Super Shoes,EF4954,These patent leather adidas Sleek Super Shoes have a cool factor right up there with the classics. The pearly finish and big Trefoil logo make them downright swoon-worthy.
Women's adidas Originals Sleek Shoes,EE7104,"Sleek and streamlined, these women's shoes are built with a narrow silhouette. They're made of smooth leather and detailed with perforated 3-Stripes for a look that recalls classic tennis styles. The laces flash gold metallic tips."
Women's adidas Originals Stan Smith Shoes,FV4070,Stan Smith is forever. The look that never fades. A blank canvas for fashion inspiration. These adidas Stan Smith Shoes put a fresh spin on tennis court style. They're made of premium leather with a quilted pattern. Because you're fancy like that.
Women's adidas Originals Continental 80 Shoes,FV3918,"You don't have to wear them with a high pony and a headband, but you could. These adidas Continental 80 Shoes are a return to the era of sweatin' it out in your living room to a celebrity workout tape. This version is made of premium leather with a quilted pattern. Because you're fancy like that."
Women's adidas Originals Adilette Slides,EE5055,"Part of the Out Loud collection, these women's slides celebrate fearless self-expression. Bold clashing prints are inspired by vintage Italian textiles. The satin upper rides on a contoured footbed that forms to your foot for a comfortable feel."
Women's adidas Sport Inspired Glenn W Shoes,CM6626,The adidas Glenn W shoes for women crafted with Mesh upper for added comfort and breathability. They come with Lightstrike EVA midsole for long term lightweight cushioning and shock absorption with a full rubber outsole for durability.
WOMEN'S ADIDAS ORIGINALS NMD_R1 STLT PRIMEKNIT SHOES,CQ2030,"A pioneer of contemporary street style, NMD is futuristic and fearless. It rejects the status quo and returns to adidas heritage for inspiration, where it remixes the best of the past for the right here, right now. These women's shoes are made with a flexible, ultralight adidas Primeknit upper that has sock-like construction for a close, contoured fit. Boost cushioning is soft yet responsive. EVA midsole inserts give the shoes signature NMD style."
Women's adidas Originals Sleek Shoes,EE5292,"Sleek and streamlined, these women's shoes are built with a narrow silhouette. They're made of smooth suede leather and detailed with perforated 3-Stripes for a look that recalls classic tennis styles. The laces flash gold metallic tips."
Women's adidas Originals N-5923 Shoes,BD8041,"These shoes combine '70s heritage with contemporary details. The lightweight knit upper has the serrated 3-Stripes of classic runners, while a moulded heel cage and welded overlays lend a technical look. A lightweight EVA midsole adds cushioned comfort."
WOMEN'S ADIDAS ORIGINALS SWIFT RUN SHOES,B37719,"Inspired by heritage running designs, these women's knit shoes have a sleek shape and a snug, sock-like feel. Embroidered accents and welded details elevate the look beyond basic. Built for all-day ease with a stretchy knit lining and a cushy midsole."
Women's adidas Originals Sleek Super Shoes,EE4505,"Unabashedly feminine with modern sneaker style, these shoes offer clean lines and a retro vibe. They're made of soft leather and ride on a platform rubber outsole that adds extra attitude and a little lift. The tongue features shiny high-gloss leather and the sockliner flashes a floral print."
Women's adidas Swim Jung Slippers,CM0072,These adidas Jung slippers for women come with soft Synthetic straps for better grip and comfort. It's durable Die-cut Rubber outsole offers supreme comfort while the all over print gives it a unique style.
Women's adidas Sport Inspired Questar Flow Shoes,EF0795,"Street style for those with running on the brain. These shoes pair pillow-soft Cloudfoam cushioning with a fresh, modern upper to own the pavement. Brazilian powerhouse FARM Rio brings their playful vision to the shoes with an allover botanical graphic on the mesh upper."
Women's adidas Originals Forest Grove Shoes,EE5875,"Inspired by a game-changing running shoes from the archives, this shoe is built for everyday wear. A suede and nylon upper shows off classic 3-Stripes styling. A mesh-wrapped EVA midsole echoes vintage looks from the archives."
Women's adidas Originals Marathon Tech Shoes,EE4947,"These shoes draft off the Marathon TR, a trail-running pioneer that debuted in 1979. The upper mixes breathable mesh and suede overlays with metallic details. A grid print on the midsole highlights the addition of responsive Boost cushioning."
Women's adidas Sport Inspired Glenn W Shoes,CM6627,The adidas Glenn W shoes for women crafted with Mesh upper for added comfort and breathability. They come with Lightstrike EVA midsole for long term lightweight cushioning and shock absorption with a full rubber outsole for durability.
